content,tag,content_original
"SETUP ASSIGN = train_data.merge(train_id, how='left', on='TransactionID') ASSIGN = test_data.merge(test_id, how='left',on='TransactionID') del train_id; gc.collect() del test_id; gc.collect() del train_data; gc.collect() del test_data; gc.collect()",0,"['import gc\n', ""train = train_data.merge(train_id, how='left', on='TransactionID')\n"", ""test = test_data.merge(test_id, how='left',on='TransactionID')\n"", 'del train_id; gc.collect()\n', 'del test_id; gc.collect()\n', 'del train_data; gc.collect()\n', 'del test_data; gc.collect()']"
"ASSIGN = feature_importance(learn) ASSIGN[:20].plot.barh(x=""cols"", y=""imp"", figsize=(10, 10))",1,"['# Here are our NN feature importance \n', 'fi = feature_importance(learn)\n', 'fi[:20].plot.barh(x=""cols"", y=""imp"", figsize=(10, 10))']"
"ASSIGN=plt.subplots(2,2,figsize=(20,20)) sns.barplot(y=train.healthy.value_counts(),x=train.healthy.value_counts().index,ax=ax[0,0]) ax[0,0].set_title(""Value count for healthy"",size=20) ax[0,0].set_xlabel('healthy',size=18) ax[0,0].set_ylabel('',size=18) sns.barplot(y=train.multiple_diseases.value_counts(),x=train.multiple_diseases.value_counts().index,ax=ax[0,1]) ax[0,1].set_title(""Value count for multiple_diseases"",size=20) ax[0,1].set_xlabel('multiple_diseases',size=18) ax[0,1].set_ylabel('',size=18) sns.barplot(y=train.rust.value_counts(),x=train.rust.value_counts().index,ax=ax[1,0]) ax[1,0].set_title(""Value count for rust"",size=20) ax[1,0].set_xlabel('rust',size=18) ax[1,0].set_ylabel('',size=18) sns.barplot(y=train.scab.value_counts(),x=train.scab.value_counts().index,ax=ax[1,1]) ax[1,1].set_title(""Value count for scab"",size=20) ax[1,1].set_xlabel('healthy',size=18) ax[1,1].set_ylabel('',size=18)",1,"['fig,ax=plt.subplots(2,2,figsize=(20,20))\n', 'sns.barplot(y=train.healthy.value_counts(),x=train.healthy.value_counts().index,ax=ax[0,0])\n', 'ax[0,0].set_title(""Value count for healthy"",size=20)\n', ""ax[0,0].set_xlabel('healthy',size=18)\n"", ""ax[0,0].set_ylabel('',size=18)\n"", '\n', 'sns.barplot(y=train.multiple_diseases.value_counts(),x=train.multiple_diseases.value_counts().index,ax=ax[0,1])\n', 'ax[0,1].set_title(""Value count for multiple_diseases"",size=20)\n', ""ax[0,1].set_xlabel('multiple_diseases',size=18)\n"", ""ax[0,1].set_ylabel('',size=18)\n"", '\n', 'sns.barplot(y=train.rust.value_counts(),x=train.rust.value_counts().index,ax=ax[1,0])\n', 'ax[1,0].set_title(""Value count for rust"",size=20)\n', ""ax[1,0].set_xlabel('rust',size=18)\n"", ""ax[1,0].set_ylabel('',size=18)\n"", '\n', 'sns.barplot(y=train.scab.value_counts(),x=train.scab.value_counts().index,ax=ax[1,1])\n', 'ax[1,1].set_title(""Value count for scab"",size=20)\n', ""ax[1,1].set_xlabel('healthy',size=18)\n"", ""ax[1,1].set_ylabel('',size=18)\n""]"
ASSIGN=data[data.Risk=='Risk 1 (High)'] ASSIGN.head(),0,"[""data_risk1=data[data.Risk=='Risk 1 (High)']\n"", 'data_risk1.head()']"
SETUP,0,['from keras.callbacks import ReduceLROnPlateau']
"learn.fit(3,lr=1e-3)",0,"['learn.fit(3,lr=1e-3)']"
"CHECKPOINT ASSIGN = DecisionTreeRegressor() ASSIGN.fit(x_t, Y_t) ASSIGN = model18.score(x_es,Y_es) print(ASSIGN*100,'%')",0,"['model18 = DecisionTreeRegressor()\n', 'model18.fit(x_t, Y_t)\n', '\n', 'accuracy18 = model18.score(x_es,Y_es)\n', ""print(accuracy18*100,'%')""]"
"CHECKPOINT ASSIGN = 10000 ASSIGN = 0.1 ASSIGN = [] for num in tqdm(range(ASSIGN)): ASSIGN = np.dot(parameters[""W1""],X.T) + parameters[""b1""] ASSIGN = sigmoid(a1) ASSIGN = np.dot(parameters[""W2""],h1) + parameters[""b2""] ASSIGN = sigmoid(a2) ASSIGN = np.dot(parameters[""W3""],h2) + parameters[""b3""] ASSIGN = softmax(a3) ASSIGN = -( Y.T - h3) ASSIGN = (1path)*np.dot(dL_da3 , h2.T) ASSIGN = (1path)*(np.sum(dL_da3,axis=1,keepdims = True)) ASSIGN = np.dot(parameters[""W3""].T , dL_da3) ASSIGN = np.multiply(dL_dh2,sigmoid_derivative(a2)) ASSIGN = (1path)*np.dot(dL_da2 , h1.T) ASSIGN = (1path)*(np.sum(dL_da2,axis=1,keepdims = True)) ASSIGN = np.dot(parameters[""W2""].T , dL_da2) ASSIGN = np.multiply(dL_dh1,sigmoid_derivative(a1)) ASSIGN = (1path)*np.dot(dL_da1 , X) ASSIGN = (1path)*(np.sum(dL_da1,axis = 1,keepdims = True)) parameters[""W3""] = parameters[""W3""] - (ASSIGN)*ASSIGN parameters[""b3""] = parameters[""b3""] - (ASSIGN)*ASSIGN parameters[""W2""] = parameters[""W2""] - (ASSIGN)*ASSIGN parameters[""b2""] = parameters[""b2""] - (ASSIGN)*ASSIGN parameters[""W1""] = parameters[""W1""] - (ASSIGN)*ASSIGN parameters[""b1""] = parameters[""b1""] - (ASSIGN)*ASSIGN ASSIGN.append(compute_cost(ASSIGN.T,Y)) plt.plot(ASSIGN) print(,ASSIGN[-1])",1,"['# dictionary\n', '# Implementation of Network using Gradient Descent\n', 'epochs = 10000\n', 'alpha = 0.1\n', 'costs = []\n', 'for num in tqdm(range(epochs)):\n', '    #Forward Propogation\n', '    a1 = np.dot(parameters[""W1""],X.T) + parameters[""b1""]\n', '    h1 = sigmoid(a1)\n', '    a2 = np.dot(parameters[""W2""],h1) + parameters[""b2""]\n', '    h2 = sigmoid(a2)\n', '    a3 = np.dot(parameters[""W3""],h2) + parameters[""b3""]\n', '    h3 = softmax(a3)\n', '    # Gradients for Backpropogation\n', '    \n', '    dL_da3 = -( Y.T - h3)\n', '    dL_dW3 = (1/N)*np.dot(dL_da3 , h2.T)\n', '    dL_db3 = (1/N)*(np.sum(dL_da3,axis=1,keepdims = True))\n', '    \n', '    dL_dh2 = np.dot(parameters[""W3""].T , dL_da3)\n', '    dL_da2 = np.multiply(dL_dh2,sigmoid_derivative(a2))\n', '    dL_dW2 = (1/N)*np.dot(dL_da2 , h1.T)\n', '    dL_db2 = (1/N)*(np.sum(dL_da2,axis=1,keepdims = True))\n', '    \n', '    dL_dh1 = np.dot(parameters[""W2""].T , dL_da2)\n', '    dL_da1 = np.multiply(dL_dh1,sigmoid_derivative(a1))\n', '    dL_dW1 = (1/N)*np.dot(dL_da1 , X)\n', '    dL_db1 = (1/N)*(np.sum(dL_da1,axis = 1,keepdims = True))\n', '    \n', '    # GD Updates\n', '    parameters[""W3""] = parameters[""W3""] - (alpha)*dL_dW3\n', '    parameters[""b3""] = parameters[""b3""] - (alpha)*dL_db3\n', '    parameters[""W2""] = parameters[""W2""] - (alpha)*dL_dW2\n', '    parameters[""b2""] = parameters[""b2""] - (alpha)*dL_db2\n', '    parameters[""W1""] = parameters[""W1""] - (alpha)*dL_dW1\n', '    parameters[""b1""] = parameters[""b1""] - (alpha)*dL_db1\n', '    costs.append(compute_cost(h3.T,Y))\n', 'plt.plot(costs)\n', 'print(""Training Cost"",costs[-1])']"
"final.replace(to_replace = [ ' Don', ' Rev', ' Dr', ' Mme', ' Major', ' Sir', ' Col', ' Capt',' Jonkheer'], value = ' Honorary(M)', inplace = True) final.replace(to_replace = [ ' Ms', ' Lady', ' Mlle',' the Countess', ' Dona'], value = ' Honorary(F)', inplace = True)",0,"[""final.replace(to_replace = [ ' Don', ' Rev', ' Dr', ' Mme',\n"", ""        ' Major', ' Sir', ' Col', ' Capt',' Jonkheer'], value = ' Honorary(M)', inplace = True)\n"", ""final.replace(to_replace = [ ' Ms', ' Lady', ' Mlle',' the Countess', ' Dona'], value = ' Honorary(F)', inplace = True)""]"
"ASSIGN=np.load(X_TRAIN_FILE) ASSIGN=a.f.arr_0 ASSIGN=np.load(Y_TRAIN_FILE) ASSIGN=a.f.arr_0 ASSIGN=np.load(X_TEST_FILE) ASSIGN=a ASSIGN=np.load(Y_TEST_FILE) ASSIGN=a ASSIGN, X_val, ASSIGN, Y_val = train_test_split(ASSIGN, ASSIGN, test_size=0.25, random_state=42)",0,"['a=np.load(X_TRAIN_FILE)\n', 'X_train=a.f.arr_0\n', 'a=np.load(Y_TRAIN_FILE)\n', 'Y_train=a.f.arr_0\n', 'a=np.load(X_TEST_FILE)\n', 'X_test=a\n', 'a=np.load(Y_TEST_FILE)\n', 'Y_test=a\n', '\n', 'X_train, X_val, Y_train, Y_val = train_test_split(X_train, Y_train, test_size=0.25, random_state=42)\n']"
"ASSIGN = np.r_[0:9, 31:39] ASSIGN = match_df.iloc[:, cols1].reset_index().drop('index', axis= 1) ASSIGN = np.r_[0, 39:69] ASSIGN = match_df.iloc[:, cols2].reset_index().drop('index', axis= 1) ASSIGN = np.r_[0, 9:31] ASSIGN = match_df.iloc[:, cols3].reset_index().drop('index', axis= 1) del match_df",0,"['cols1 = np.r_[0:9, 31:39]\n', ""match_stats_df = match_df.iloc[:, cols1].reset_index().drop('index', axis= 1)\n"", 'cols2 = np.r_[0, 39:69]\n', ""match_bets_df = match_df.iloc[:, cols2].reset_index().drop('index', axis= 1)\n"", 'cols3 = np.r_[0, 9:31]\n', ""match_lineup_df = match_df.iloc[:, cols3].reset_index().drop('index', axis= 1)\n"", 'del match_df']"
SETUP,0,"['from mpl_toolkits.mplot3d import Axes3D\n', 'from sklearn.preprocessing import StandardScaler\n', 'import matplotlib.pyplot as plt # plotting\n', 'import numpy as np # linear algebra\n', 'import os # accessing directory structure\n', 'import pandas as pd # data processing, CSV file I/O (e.g. pd.read_csv)\n']"
len(y_train),0,['len(y_train)']
"ASSIGN=plt.subplots(1,2,figsize=(20,6)) ASSIGN = (""blue"", ""forestgreen"", ""gold"", ""red"", ""purple"",'cadetblue','hotpink','orange','darksalmon','brown') data.neighbourhood_group.value_counts().plot.bar(color=ASSIGN,ax=ax[0]) ax[0].set_title('The number of rooms in each neighbourhood_group',size=20) ax[0].set_ylabel('rooms',size=18) ax[0].tick_params(axis='x', rotation=360) ax[0].tick_params(labelsize=18) data.groupby(['neighbourhood_group','room_type'])['id'].agg('count').unstack('room_type').plot.bar(ax=ax[1]) ax[1].tick_params(axis='x', rotation=360) ax[1].set_title('The number of rooms in each room_type',size=20) ax[1].set_ylabel('rooms',size=18) ax[1].set_xlabel('') ax[1].tick_params(labelsize=18)",1,"['fig,ax=plt.subplots(1,2,figsize=(20,6))\n', 'clr = (""blue"", ""forestgreen"", ""gold"", ""red"", ""purple"",\'cadetblue\',\'hotpink\',\'orange\',\'darksalmon\',\'brown\')\n', 'data.neighbourhood_group.value_counts().plot.bar(color=clr,ax=ax[0])\n', ""ax[0].set_title('The number of rooms in each neighbourhood_group',size=20)\n"", ""ax[0].set_ylabel('rooms',size=18)\n"", ""ax[0].tick_params(axis='x', rotation=360)\n"", 'ax[0].tick_params(labelsize=18)\n', '\n', ""data.groupby(['neighbourhood_group','room_type'])['id'].agg('count').unstack('room_type').plot.bar(ax=ax[1])\n"", ""ax[1].tick_params(axis='x', rotation=360)\n"", ""ax[1].set_title('The number of rooms in each room_type',size=20)\n"", ""ax[1].set_ylabel('rooms',size=18)\n"", ""ax[1].set_xlabel('')\n"", 'ax[1].tick_params(labelsize=18)']"
"CHECKPOINT ASSIGN = MultinomialNB(alpha = 1,fit_prior = True) Estimator.append(('ASSIGN',MultinomialNB(alpha = 1,fit_prior = True))) ASSIGN = cross_val_score(mnb,x_train,x_test,ASSIGN=10) Accuracy5 = ASSIGN.mean() Accuracy.append(Accuracy5) print(ASSIGN) print(ASSIGN.mean())",0,"['mnb = MultinomialNB(alpha = 1,fit_prior = True)\n', ""Estimator.append(('mnb',MultinomialNB(alpha = 1,fit_prior = True)))\n"", 'cv = cross_val_score(mnb,x_train,x_test,cv=10)\n', 'Accuracy5 = cv.mean()\n', 'Accuracy.append(Accuracy5)\n', 'print(cv)\n', 'print(cv.mean())']"
"logisticRegr.fit(X_train_pca, y_train)",0,"['logisticRegr.fit(X_train_pca, y_train)']"
data_features[(data_features['BsmtFinType1'].isnull() & data_features['BsmtCond'].notnull())],0,"[""data_features[(data_features['BsmtFinType1'].isnull() & data_features['BsmtCond'].notnull())]\n"", '#We detect that all bsmt variables have 79 common missing values. Obviously these data mean there are no basements in these houses.\n', '#So we use the NONE to fill them like the garage variables.']"
df.head(),0,['df.head()']
"SETUP '''reg_score=[] for j in range(1000): ASSIGN =train_test_split(x,y,random_state=j,test_size=0.1) ASSIGN=LinearRegression().fit(x_train,y_train) reg_score.append(ASSIGN.score(x_test,y_test)) K=reg_score.index(np.max(reg_score))",0,"[""'''reg_score=[]\n"", 'import numpy as np\n', 'for j in range(1000):\n', '    x_train,x_test,y_train,y_test =train_test_split(x,y,random_state=j,test_size=0.1)\n', '    lr=LinearRegression().fit(x_train,y_train)\n', '    reg_score.append(lr.score(x_test,y_test))\n', 'K=reg_score.index(np.max(reg_score))\n', ""#K=353'''""]"
"X_train,X_val,X_test,Y_train,Y_val,Y_test=preprocess_data(X_train,X_val,X_test,Y_train,Y_val,Y_test)",0,"['X_train,X_val,X_test,Y_train,Y_val,Y_test=preprocess_data(X_train,X_val,X_test,Y_train,Y_val,Y_test)']"
CHECKPOINT for i in range(len(predictions1)): print(f),0,"['for i in range(len(predictions1)):\n', '    print(f""predicted={predictions1[i]}, expected={test[\'Total\'][i]}"")']"
"SETUP CHECKPOINT print(check_output([, ]).decode()) ASSIGN = pd.read_csv('..path') ASSIGN = pd.read_csv('..path') ASSIGN['color'] = ASSIGN['color'].map({'clear':0, 'white':1, 'green':2, 'blood':3, 'blue':4, 'black':5}) sns.set() sns.pairplot(ASSIGN, hue=""type"") print(submission) submission.to_csv('..path', index=False) submission.to_csv('submission.csv', index=False)",1,"['# This Python 3 environment comes with many helpful analytics libraries installed\n', '# It is defined by the kaggle/python docker image: https://github.com/kaggle/docker-python\n', ""# For example, here's several helpful packages to load in \n"", '\n', 'import numpy as np # linear algebra\n', 'import pandas as pd # data processing, CSV file I/O (e.g. pd.read_csv)\n', '\n', '# Input data files are available in the ""../input/"" directory.\n', '# For example, running this (by clicking run or pressing Shift+Enter) will list the files in the input directory\n', '\n', 'from subprocess import check_output\n', 'print(check_output([""ls"", ""../input""]).decode(""utf8""))\n', '\n', '# Any results you write to the current directory are saved as output.\n', '\n', '\n', ""train_df = pd.read_csv('../input/train.csv')\n"", ""test_df = pd.read_csv('../input/test.csv')\n"", '# combine = [train_df, test_df]\n', '\n', ""train_df['color'] = train_df['color'].map({'clear':0, 'white':1, 'green':2, 'blood':3, 'blue':4, 'black':5})\n"", 'import seaborn as sns\n', 'sns.set()\n', 'sns.pairplot(train_df, hue=""type"")\n', '\n', '#print(combine)\n', '#print(test_df.columns.values)\n', '# train_df.head()\n', '\n', '# train_df.info()\n', ""# print('_'*40)\n"", '# test_df.info()\n', '\n', '#What is the distribution of numerical feature values across the samples?\n', '# train_df.describe()\n', '\n', '#What is the distribution of categorical features?\n', ""# train_df.describe(include=['O'])\n"", '\n', '\n', '# submission = pd.DataFrame({\n', '#         ""id"": test_df[""id""],\n', '#         ""type"": ""Ghoul""\n', '#     })\n', 'print(submission)\n', ""submission.to_csv('../output/submission.csv', index=False)\n"", ""submission.to_csv('submission.csv', index=False)\n"", '\n', '\n']"
"SETUP CHECKPOINT ASSIGN = SVR(C=1, epsilon=0.1) ASSIGN.fit(x_train,Y_train) ASSIGN = ASSIGN.score(x_test,Y_test) print(ASSIGN*100,'%')",0,"['from sklearn.svm import SVR\n', 'model12 = SVR(C=1, epsilon=0.1)\n', 'model12.fit(x_train,Y_train)\n', '\n', 'model12 = model12.score(x_test,Y_test)\n', ""print(model12*100,'%')""]"
len(train_identity_new),0,['len(train_identity_new)']
ASSIGN = cleaning_test.isnull().sum().sort_values(ascending = False).head(29).index.values.tolist() ASSIGN = cleaning_test[list_miss_test].describe().columns.values.tolist() cleaning_test[ASSIGN] = cleaning_test[ASSIGN].fillna(cleaning_test[ASSIGN].median()),0,"['# Cleaning testset in numerical\n', 'list_miss_test = cleaning_test.isnull().sum().sort_values(ascending = False).head(29).index.values.tolist()\n', 'list_numeric = cleaning_test[list_miss_test].describe().columns.values.tolist()\n', '# handling with median\n', 'cleaning_test[list_numeric] = cleaning_test[list_numeric].fillna(cleaning_test[list_numeric].median())']"
"ASSIGN=pd.DataFrame(train_transaction,columns=train_transaction.isnull().sum().sort_values()[:250].index) ASSIGN=ASSIGN.drop(columns=['TransactionID']) ASSIGN=train_transaction_new.isFraud ASSIGN=ASSIGN.drop(columns=['isFraud']) ASSIGN.head()",0,"['\n', 'train_transaction_new=pd.DataFrame(train_transaction,columns=train_transaction.isnull().sum().sort_values()[:250].index)\n', ""train_transaction_new=train_transaction_new.drop(columns=['TransactionID'])\n"", 'train_transaction_new_label=train_transaction_new.isFraud\n', ""train_transaction_new=train_transaction_new.drop(columns=['isFraud'])\n"", 'train_transaction_new.head()']"
"SETUP ASSIGN = PCA(svd_solver='randomized', random_state=42)",0,"['#Improting the PCA module\n', 'from sklearn.decomposition import PCA\n', ""pca = PCA(svd_solver='randomized', random_state=42)""]"
"CHECKPOINT ASSIGN=history.history.ASSIGN() print(ASSIGN) def show_train_history(hisData,train,test): plt.plot(hisData.history[train]) plt.plot(hisData.history[test]) plt.title('Training History') plt.ylabel(train) plt.xlabel('Epoch') plt.legend(['train', 'test'], loc='upper left') plt.show() show_train_history(history, 'loss', 'val_loss') show_train_history(history, 'accuracy', 'val_accuracy')",1,"['# Show Train History\n', 'keys=history.history.keys()\n', 'print(keys)\n', '\n', 'def show_train_history(hisData,train,test): \n', '    plt.plot(hisData.history[train])\n', '    plt.plot(hisData.history[test])\n', ""    plt.title('Training History')\n"", '    plt.ylabel(train)\n', ""    plt.xlabel('Epoch')\n"", ""    plt.legend(['train', 'test'], loc='upper left')\n"", '    plt.show()\n', '\n', ""show_train_history(history, 'loss', 'val_loss')\n"", ""show_train_history(history, 'accuracy', 'val_accuracy')""]"
ASSIGN = pd.read_csv('path') ASSIGN = pd.read_csv('path'),0,"[""train = pd.read_csv('/kaggle/input/covid19-global-forecasting-week-4/train.csv')\n"", ""test = pd.read_csv('/kaggle/input/covid19-global-forecasting-week-4/test.csv')""]"
SETUP,0,['from sklearn.metrics import confusion_matrix']
"plt.figure(3,figsize=(90,90)) ASSIGN = g.ASSIGN() ASSIGN = [g[u][v]['color'] for u,v in edges] nx.draw(g,node_color = color_map, edge_color = ASSIGN, with_labels = True) plt.show()",1,"['# Plot the graph\n', 'plt.figure(3,figsize=(90,90))  \n', 'edges = g.edges()\n', ""colors = [g[u][v]['color'] for u,v in edges]\n"", 'nx.draw(g,node_color = color_map, edge_color = colors, with_labels = True)\n', 'plt.show()']"
SETUP,0,"['import os\n', 'import re\n', 'from glob import glob\n', 'from tqdm import tqdm\n', 'import numpy as np\n', 'import pandas as pd\n', 'import ast\n', 'import matplotlib.pyplot as plt\n', '%matplotlib inline']"
"SETUP CHECKPOINT estimator.append(('MNB',MultinomialNB())) ASSIGN = cross_val_score(MNB,x_train,x_test,ASSIGN=10) ASSIGN = cv.mean() accuracy.append(ASSIGN) print(ASSIGN) print(ASSIGN.mean())",0,"['MNB = MultinomialNB()\n', ""estimator.append(('MNB',MultinomialNB()))\n"", 'cv = cross_val_score(MNB,x_train,x_test,cv=10)\n', 'accuracy6 = cv.mean()\n', 'accuracy.append(accuracy6)\n', 'print(cv)\n', 'print(cv.mean())']"
"SETUP CHECKPOINT for dirname, _, filenames in os.walk('path'): for filename in filenames: print(os.path.join(dirname, filename))",0,"['import numpy as np \n', 'import pandas as pd\n', 'from nltk.tokenize import word_tokenize\n', 'from sklearn.feature_extraction.text import TfidfVectorizer\n', 'from nltk.corpus import stopwords\n', 'from sklearn.pipeline import Pipeline\n', 'from sklearn.linear_model import SGDClassifier\n', 'from sklearn.model_selection import cross_val_predict\n', 'from sklearn.model_selection import StratifiedKFold\n', 'from sklearn.metrics import roc_auc_score, classification_report, f1_score\n', 'from sklearn.model_selection import GridSearchCV,RandomizedSearchCV,KFold\n', 'import os\n', ""for dirname, _, filenames in os.walk('/kaggle/input'):\n"", '    for filename in filenames:\n', '        print(os.path.join(dirname, filename))']"
"ASSIGN = tree_depth[tree_test_acc.index(max(tree_test_acc))] print (""max depth: "", ASSIGN) print (""best test accuracy: %.5f""% max(tree_test_acc))",0,"['\n', 'best_depth = tree_depth[tree_test_acc.index(max(tree_test_acc))]\n', 'print (""max depth: "", best_depth)\n', 'print (""best test accuracy: %.5f""% max(tree_test_acc))']"
len(train.id),0,['len(train.id)']
"def plotPerColumnDistribution(df, nGraphShown, nGraphPerRow): ASSIGN = df.ASSIGN() ASSIGN = ASSIGN[[col for col in ASSIGN if nunique[col] > 1 and nunique[col] < 50]] nRow, nCol = ASSIGN.shape ASSIGN = list(df) ASSIGN = (nCol + nGraphPerRow - 1) path plt.figure(num = None, figsize = (6 * nGraphPerRow, 8 * ASSIGN), dpi = 80, facecolor = 'w', edgecolor = 'k') for i in range(min(nCol, nGraphShown)): plt.subplot(ASSIGN, nGraphPerRow, i + 1) ASSIGN = df.iloc[:, i] if (not np.issubdtype(type(ASSIGN.iloc[0]), np.number)): ASSIGN = columnDf.value_counts() ASSIGN.plot.bar() else: ASSIGN.hist() plt.ylabel('counts') plt.xticks(rotation = 90) plt.title(f'{ASSIGN[i]} (column {i})') plt.tight_layout(pad = 1.0, w_pad = 1.0, h_pad = 1.0) plt.show()",1,"['# Distribution graphs (histogram/bar graph) of column data\n', 'def plotPerColumnDistribution(df, nGraphShown, nGraphPerRow):\n', '    nunique = df.nunique()\n', '    df = df[[col for col in df if nunique[col] > 1 and nunique[col] < 50]] # For displaying purposes, pick columns that have between 1 and 50 unique values\n', '    nRow, nCol = df.shape\n', '    columnNames = list(df)\n', '    nGraphRow = (nCol + nGraphPerRow - 1) / nGraphPerRow\n', ""    plt.figure(num = None, figsize = (6 * nGraphPerRow, 8 * nGraphRow), dpi = 80, facecolor = 'w', edgecolor = 'k')\n"", '    for i in range(min(nCol, nGraphShown)):\n', '        plt.subplot(nGraphRow, nGraphPerRow, i + 1)\n', '        columnDf = df.iloc[:, i]\n', '        if (not np.issubdtype(type(columnDf.iloc[0]), np.number)):\n', '            valueCounts = columnDf.value_counts()\n', '            valueCounts.plot.bar()\n', '        else:\n', '            columnDf.hist()\n', ""        plt.ylabel('counts')\n"", '        plt.xticks(rotation = 90)\n', ""        plt.title(f'{columnNames[i]} (column {i})')\n"", '    plt.tight_layout(pad = 1.0, w_pad = 1.0, h_pad = 1.0)\n', '    plt.show()\n']"
